【合租】川沙 华川家园 3室主卧,华川家园,1600,http://sh.58.com/pinpaigongyu/27005598936770x.shtml
【合租】罗南 	美罗家园润苑 3室主卧,美罗家园润苑,1000,http://sh.58.com/pinpaigongyu/26893913360299x.shtml
【合租】曹路 金海华城永华苑 3室次卧,金海华城永华苑,1779,http://sh.58.com/pinpaigongyu/27119346484295x.shtml
【合租】川沙 华川家园 3室次卧,华川家园,1300,http://sh.58.com/pinpaigongyu/26973686693567x.shtml
【合租】罗南 罗贤苑 3室主卧,罗贤苑,1200,http://sh.58.com/pinpaigongyu/27114547161414x.shtml
【合租】泗泾 	尚樱苑 3室次卧,尚樱苑,1200,http://sh.58.com/pinpaigongyu/26852455541551x.shtml
【合租】青浦新城 宜达新居 3室次卧,宜达新居,1521,http://sh.58.com/pinpaigongyu/27121384092487x.shtml
【合租】南桥 白沙东苑 4室次卧,白沙东苑,1048,http://sh.58.com/pinpaigongyu/27125657840963x.shtml
【整租】吴泾 其灵公寓 1室0厅,【整租】吴泾,1800,http://sh.58.com/pinpaigongyu/27119617832625x.shtml
【合租】马陆 马陆清水湾 5室次卧,马陆清水湾,1261,http://sh.58.com/pinpaigongyu/27121674590398x.shtml
【合租】惠南 	民乐城惠益新苑 3室主卧,民乐城惠益新苑,1100,http://sh.58.com/pinpaigongyu/26939767338446x.shtml
【合租】月浦 	新城昱翠湾 3室次卧,新城昱翠湾,1000,http://sh.58.com/pinpaigongyu/26974240225742x.shtml
【合租】南桥 江海新村 4室次卧,江海新村,1163,http://sh.58.com/pinpaigongyu/27119673526606x.shtml
【合租】唐镇 幸福里 2室主卧,幸福里,1785,http://sh.58.com/pinpaigongyu/26908318689067x.shtml
【合租】南翔 	漪园新村12 3室次卧,漪园新村12,1300,http://sh.58.com/pinpaigongyu/26961245816238x.shtml
【合租】南翔 	宏立瑞园 3室主卧,宏立瑞园,1500,http://sh.58.com/pinpaigongyu/27084235612593x.shtml
【合租】青浦新城 怡田小区 3室次卧,怡田小区,1050,http://sh.58.com/pinpaigongyu/26548619353260x.shtml
【合租】惠南 西北新村 3室主卧,西北新村,1250,http://sh.58.com/pinpaigongyu/26894288668491x.shtml
【合租】浦江 浦江丽都 3室主卧,浦江丽都,1586,http://sh.58.com/pinpaigongyu/27121630532806x.shtml
【合租】菊园新区 柳湖景庭 3室次卧,柳湖景庭,1550,http://sh.58.com/pinpaigongyu/27134671794111x.shtml
【合租】川沙 	明星花园 3室次卧,明星花园,1500,http://sh.58.com/pinpaigongyu/27081864777793x.shtml
【整租】川沙 运河小区 3室1厅,运河小区,1600,http://sh.58.com/pinpaigongyu/26871435781934x.shtml
【合租】月浦 中冶祥腾宝月花园 3室次卧,中冶祥腾宝月花园,1100,http://sh.58.com/pinpaigongyu/26952219324095x.shtml
【合租】嘉定城区 南苑五村 1室主卧,南苑五村,1501,http://sh.58.com/pinpaigongyu/27040675547338x.shtml
【合租】嘉定新城 怡华家园 3室主卧,怡华家园,1300,http://sh.58.com/pinpaigongyu/26652015850031x.shtml
【合租】月浦 	中冶祥腾宝月花 3室次卧,中冶祥腾宝月花,1000,http://sh.58.com/pinpaigongyu/26952127903564x.shtml
【合租】菊园新区 柳湖景庭 3室主卧,柳湖景庭,1400,http://sh.58.com/pinpaigongyu/26771737404605x.shtml
【合租】川沙 王桥苑 3室次卧,王桥苑,1100,http://sh.58.com/pinpaigongyu/26452971301293x.shtml
【合租】江桥新城 嘉怡坊 3室主卧,嘉怡坊,1411,http://sh.58.com/pinpaigongyu/27125682425545x.shtml
【整租】浦江 魔方公寓 1室1厅,【整租】浦江,2000,http://sh.58.com/pinpaigongyu/27005769749932x.shtml
【合租】菊园新区 柳湖景庭 3室次卧,柳湖景庭,1130,http://sh.58.com/pinpaigongyu/26850598338379x.shtml
【合租】江桥新城 嘉怡坊 2室次卧,嘉怡坊,1305,http://sh.58.com/pinpaigongyu/27125693312207x.shtml
【合租】南桥 江海新村 3室主卧,江海新村,1559,http://sh.58.com/pinpaigongyu/26985495924399x.shtml
【合租】浦江 闵浦新苑一村 3室次卧,闵浦新苑一村,1590,http://sh.58.com/pinpaigongyu/27121596492989x.shtml
【合租】莘庄 奥赛花园 3室次卧,奥赛花园,1809,http://sh.58.com/pinpaigongyu/26962253129016x.shtml
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1550,http://sh.58.com/pinpaigongyu/26940202497720x.shtml
【合租】顾村 宝顾佳苑 3室主卧,宝顾佳苑,1500,http://sh.58.com/pinpaigongyu/26852167377984x.shtml
【合租】马陆 金沙湾绿地和苑 2室次卧,金沙湾绿地和苑,1500,http://sh.58.com/pinpaigongyu/27090475362882x.shtml
【合租】川沙 东绣苑 3室次卧,东绣苑,1800,http://sh.58.com/pinpaigongyu/26495699688491x.shtml
【整租】安亭 天工国际大厦 1室1厅,天工国际大厦,1600,http://sh.58.com/pinpaigongyu/26467559692620x.shtml
【合租】上海大学 丰宝苑 3室主卧,丰宝苑,1800,http://sh.58.com/pinpaigongyu/27103294308403x.shtml
【合租】罗店 美罗家园润苑 3室主卧,美罗家园润苑,1150,http://sh.58.com/pinpaigongyu/26862351687759x.shtml
【合租】桃浦 练祁佳城同盛园 3室主卧,练祁佳城同盛园,1200,http://sh.58.com/pinpaigongyu/26509025314372x.shtml
【合租】南桥 南中新村 3室次卧,南中新村,1108,http://sh.58.com/pinpaigongyu/27125705595983x.shtml
【合租】南翔 银南翔佳苑 3室次卧,银南翔佳苑,1300,http://sh.58.com/pinpaigongyu/26929466138170x.shtml
【合租】三林 东方康达家苑 3室次卧,东方康达家苑,1737,http://sh.58.com/pinpaigongyu/27121606800463x.shtml
【合租】川沙 水景豪园 3室次卧,水景豪园,1800,http://sh.58.com/pinpaigongyu/26452739513040x.shtml
【合租】外高桥 品欣雅苑 2室主卧,品欣雅苑,1775,http://sh.58.com/pinpaigongyu/27136332424750x.shtml
【合租】罗店 佳境苑 3室次卧,佳境苑,1281,http://sh.58.com/pinpaigongyu/27119688689848x.shtml
【合租】嘉定城区 万科悦城 3室主卧,万科悦城,1450,http://sh.58.com/pinpaigongyu/27114448858282x.shtml
【合租】嘉定城区 远香舫新苑 3室次卧,远香舫新苑,1100,http://sh.58.com/pinpaigongyu/26985479943853x.shtml
【合租】浦江 滨浦新苑二村 3室主卧,滨浦新苑二村,1551,http://sh.58.com/pinpaigongyu/26885146171581x.shtml
【合租】惠南 	德盈佳苑 3室次卧,德盈佳苑,1000,http://sh.58.com/pinpaigongyu/26951365378749x.shtml
【整租】浦江 魔方公寓 1室1厅,【整租】浦江,2000,http://sh.58.com/pinpaigongyu/27005954754889x.shtml
【合租】曹路 金海华城永华苑 3室次卧,金海华城永华苑,1671,http://sh.58.com/pinpaigongyu/27119354032075x.shtml
【合租】罗店 宝欣苑一村 3室次卧,宝欣苑一村,1000,http://sh.58.com/pinpaigongyu/27038733891792x.shtml
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com/pinpaigongyu/27015048049227x.shtml
【合租】月浦 中冶尚园 3室次卧,中冶尚园,1050,http://sh.58.com/pinpaigongyu/26973672433998x.shtml
【合租】嘉定新城 绿洲香润苑 4室次卧,绿洲香润苑,1270,http://sh.58.com/pinpaigongyu/26908212412604x.shtml
【合租】南桥 白沙东苑 4室次卧,白沙东苑,1061,http://sh.58.com/pinpaigongyu/27125663173961x.shtml
【合租】江桥新城 金鹤新城水岸金桥 3室次卧,金鹤新城水岸金桥,1750,http://sh.58.com/pinpaigongyu/26948761341498x.shtml
【合租】罗南 罗贤苑 3室次卧,罗贤苑,1000,http://sh.58.com/pinpaigongyu/27015314899782x.shtml
【合租】嘉定城区 远香舫庭苑 3室次卧,远香舫庭苑,1240,http://sh.58.com/pinpaigongyu/26758685699910x.shtml
【合租】南桥 贝港北区 2室主卧,贝港北区,1735,http://sh.58.com/pinpaigongyu/27125851671337x.shtml
【合租】顾村 宝顾佳苑 3室次卧,宝顾佳苑,1300,http://sh.58.com/pinpaigongyu/26852148330813x.shtml
【合租】杨行 丽景翠庭 2室主卧,丽景翠庭,1500,http://sh.58.com/pinpaigongyu/26452711282868x.shtml
【合租】小昆山 翔昆苑 3室主卧,翔昆苑,1363,http://sh.58.com/pinpaigongyu/27125672680647x.shtml
【合租】罗店 金丰苑 3室主卧,金丰苑,1300,http://sh.58.com/pinpaigongyu/27092455505460x.shtml
【合租】嘉定城区 景河名苑 3室主卧,景河名苑,1514,http://sh.58.com/pinpaigongyu/27121533797058x.shtml
【合租】嘉定城区 	绿洲丰怡园 3室主卧,绿洲丰怡园,1250,http://sh.58.com/pinpaigongyu/27028491332677x.shtml
【合租】罗店 佳境苑 4室次卧,佳境苑,1173,http://sh.58.com/pinpaigongyu/27119677990733x.shtml
【合租】罗店 罗溪路60弄小区 3室次卧,罗溪路60弄小区,1198,http://sh.58.com/pinpaigongyu/27125612267468x.shtml
【合租】月浦 阳光美林 3室次卧,阳光美林,1122,http://sh.58.com/pinpaigongyu/26891377522608x.shtml
【合租】马陆 金沙湾绿地和苑 3室主卧,金沙湾绿地和苑,1600,http://sh.58.com/pinpaigongyu/27118223405760x.shtml
【合租】杨行 远洋香奈 3室主卧,远洋香奈,1700,http://sh.58.com/pinpaigongyu/26852059840696x.shtml
【合租】杨行 远洋香奈 3室主卧,远洋香奈,1700,http://sh.58.com/pinpaigongyu/26852059840696x.shtml
【合租】罗店 美罗家园润苑 3室次卧,美罗家园润苑,1310,http://sh.58.com/pinpaigongyu/27109101693752x.shtml
【合租】菊园新区 汇丰凯苑 3室次卧,汇丰凯苑,1000,http://sh.58.com/pinpaigongyu/26718472485192x.shtml
【整租】上海大学 	聚丰景都 3室1厅,聚丰景都,1600,http://sh.58.com/pinpaigongyu/26774554609214x.shtml
【合租】上海大学 	丰宝苑 3室主卧,丰宝苑,1800,http://sh.58.com/pinpaigongyu/26950463337921x.shtml
【合租】外冈 外冈佳苑 4室次卧,外冈佳苑,1450,http://sh.58.com/pinpaigongyu/27125579283885x.shtml
【合租】嘉定城区 	远香舫嘉苑 3室主卧,远香舫嘉苑,1200,http://sh.58.com/pinpaigongyu/26992971709230x.shtml
【合租】马陆 彭赵村 9室次卧,彭赵村,1243,http://sh.58.com/pinpaigongyu/27121504629831x.shtml
【合租】泗泾 	新松嘉园 3室次卧,新松嘉园,1200,http://sh.58.com/pinpaigongyu/27005352871996x.shtml
【整租】嘉定城区 远香舫嘉苑 3室1厅,远香舫嘉苑,1300,http://sh.58.com/pinpaigongyu/26962980336698x.shtml
【合租】月浦 中冶尚园 3室主卧,中冶尚园,1500,http://sh.58.com/pinpaigongyu/27037736120130x.shtml
【合租】罗南 佳翔苑 3室主卧,佳翔苑,1250,http://sh.58.com/pinpaigongyu/27128237345602x.shtml
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com/pinpaigongyu/26950484855743x.shtml
【合租】周浦 加盟圣蓝苑 3室次卧,加盟圣蓝苑,1300,http://sh.58.com/pinpaigongyu/26908497135164x.shtml
【合租】江桥新城 嘉怡坊 2室次卧,嘉怡坊,1398,http://sh.58.com/pinpaigongyu/27119545903039x.shtml
【合租】马陆 金沙湾绿地和苑 3室次卧,金沙湾绿地和苑,1300,http://sh.58.com/pinpaigongyu/26662683977006x.shtml
【合租】马陆 金沙湾绿地和苑 3室次卧,金沙湾绿地和苑,1300,http://sh.58.com/pinpaigongyu/26950622685130x.shtml
【合租】嘉定新城 绿洲香润苑 3室主卧,绿洲香润苑,1392,http://sh.58.com/pinpaigongyu/26908207352873x.shtml
【合租】南翔 泰翔嘉苑 3室次卧,泰翔嘉苑,1300,http://sh.58.com/pinpaigongyu/26453154551760x.shtml
【合租】南桥 解放新村 3室主卧,解放新村,1233,http://sh.58.com/pinpaigongyu/27125660754990x.shtml
【合租】金桥 华星小区 3室主卧,华星小区,1550,http://sh.58.com/pinpaigongyu/26883047809841x.shtml
【合租】嘉定城区 清河路443弄 3室次卧,清河路443弄,1050,http://sh.58.com/pinpaigongyu/26926464440648x.shtml
【合租】菊园新区 景悦名苑 3室次卧,景悦名苑,1090,http://sh.58.com/pinpaigongyu/27121335162931x.shtml
【合租】共富新村 杨泰一村 3室主卧,杨泰一村,1600,http://sh.58.com/pinpaigongyu/26941205193793x.shtml
【合租】马陆 金沙湾绿地和苑 3室主卧,金沙湾绿地和苑,1500,http://sh.58.com/pinpaigongyu/26618156159020x.shtml
【合租】上海大学 锦秋花园 9室主卧,锦秋花园,1900,http://sh.58.com/pinpaigongyu/27061217161037x.shtml
【合租】嘉定新城 远香舫嘉苑 3室主卧,远香舫嘉苑,1400,http://sh.58.com/pinpaigongyu/26950957274826x.shtml
【合租】嘉定新城 绿洲香润苑 4室次卧,绿洲香润苑,1401,http://sh.58.com/pinpaigongyu/26908257782458x.shtml
【合租】马陆 枫树林景苑 4室次卧,枫树林景苑,1465,http://sh.58.com/pinpaigongyu/26908267834297x.shtml
【合租】杨行 杨泰二村 3室次卧,杨泰二村,1300,http://sh.58.com/pinpaigongyu/27094594603324x.shtml
【合租】嘉定新城 绿洲香润苑 3室主卧,绿洲香润苑,1384,http://sh.58.com/pinpaigongyu/26908255772108x.shtml
【合租】曹路 金群苑南区 3室次卧,金群苑南区,1666,http://sh.58.com/pinpaigongyu/27121338280756x.shtml
【合租】惠南 兴东佳苑 3室次卧,兴东佳苑,1000,http://sh.58.com/pinpaigongyu/26873503171386x.shtml
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1600,http://sh.58.com/pinpaigongyu/27015151396046x.shtml
【合租】曹路 金群苑 3室主卧,金群苑,1500,http://sh.58.com/pinpaigongyu/26740204184128x.shtml
【合租】月浦 中冶祥腾宝月花园 3室主卧,中冶祥腾宝月花园,1500,http://sh.58.com/pinpaigongyu/26861874277418x.shtml
【合租】南桥 古华南区 3室次卧,古华南区,1450,http://sh.58.com/pinpaigongyu/26908289096509x.shtml
【合租】马桥 景城馨苑 3室次卧,景城馨苑,1200,http://sh.58.com/pinpaigongyu/26851028131385x.shtml
【合租】南翔 翔和雅苑 3室次卧,翔和雅苑,1364,http://sh.58.com/pinpaigongyu/27121590871339x.shtml
【合租】共富新村 天馨花园 3室主卧,天馨花园,1600,http://sh.58.com/pinpaigongyu/26771788584388x.shtml
【合租】嘉定新城 绿洲香润苑 3室次卧,绿洲香润苑,1311,http://sh.58.com/pinpaigongyu/26908208392249x.shtml
【合租】嘉定新城 绿洲香润苑 3室次卧,绿洲香润苑,1400,http://sh.58.com/pinpaigongyu/26885967389501x.shtml
【合租】上海大学 聚丰景都 3室主卧,聚丰景都,1800,http://sh.58.com/pinpaigongyu/26951235097257x.shtml
【合租】川沙 华川家园 1室次卧,华川家园,1395,http://sh.58.com/pinpaigongyu/26882618596804x.shtml
【合租】嘉定城区 远香舫新苑 3室主卧,远香舫新苑,1300,http://sh.58.com/pinpaigongyu/26926364263217x.shtml
【合租】安亭 玉兰三村 3室次卧,玉兰三村,1100,http://sh.58.com/pinpaigongyu/26951294965311x.shtml
【合租】金桥 华星小区 3室次卧,华星小区,1300,http://sh.58.com/pinpaigongyu/26904685396266x.shtml
【合租】安亭 	大名尚苑 3室主卧,大名尚苑,1000,http://sh.58.com/pinpaigongyu/26871702105022x.shtml
【合租】吴泾 虹梅景苑二街坊 5室次卧,虹梅景苑二街坊,1331,http://sh.58.com/pinpaigongyu/27136356600781x.shtml
【合租】嘉定城区 绿洲丰怡园 3室次卧,绿洲丰怡园,1519,http://sh.58.com/pinpaigongyu/27121424879917x.shtml
【合租】杨行 杨泰二村 3室次卧,杨泰二村,1300,http://sh.58.com/pinpaigongyu/26926948496052x.shtml
【合租】川沙 华川家园 3室主卧,华川家园,1600,http://sh.58.com/pinpaigongyu/27117099458250x.shtml
【合租】马桥 银春苑 3室主卧,银春苑,1450,http://sh.58.com/pinpaigongyu/26952137172421x.shtml
【合租】松江新城 紫东新苑 4室主卧,紫东新苑,1559,http://sh.58.com/pinpaigongyu/26852777490623x.shtml
【合租】上海大学 丰宝苑 3室主卧,丰宝苑,1750,http://sh.58.com/pinpaigongyu/27015025203134x.shtml
【合租】吴泾 塘泾南苑 3室主卧,塘泾南苑,1595,http://sh.58.com/pinpaigongyu/27125385215813x.shtml
【合租】菊园新区 怡华家园 3室次卧,怡华家园,1200,http://sh.58.com/pinpaigongyu/26526624501943x.shtml
【合租】菊园新区 	汇丰荷苑 3室次卧,汇丰荷苑,1200,http://sh.58.com/pinpaigongyu/26940599119787x.shtml
【合租】浦江 	景江苑E区 3室次卧,景江苑E区,1600,http://sh.58.com/pinpaigongyu/26784952120386x.shtml
【合租】嘉定城区 叶城三街坊 3室次卧,叶城三街坊,1250,http://sh.58.com/pinpaigongyu/27104833022763x.shtml
【合租】嘉定新城 绿洲香润苑 3室主卧,绿洲香润苑,1202,http://sh.58.com/pinpaigongyu/26908081347511x.shtml
【合租】月浦 新月鸿锦苑 3室次卧,新月鸿锦苑,1000,http://sh.58.com/pinpaigongyu/26617951715273x.shtml
【合租】江桥新城 嘉海雅苑一区 3室次卧,嘉海雅苑一区,1350,http://sh.58.com/pinpaigongyu/27006394259000x.shtml
【合租】杨行 杨泰一村 3室主卧,杨泰一村,1650,http://sh.58.com/pinpaigongyu/26940463386028x.shtml
【合租】顾村 宝顾佳苑 2室次卧,宝顾佳苑,1300,http://sh.58.com/pinpaigongyu/27123704566954x.shtml
【合租】嘉定新城 绿洲香润苑 4室次卧,绿洲香润苑,1321,http://sh.58.com/pinpaigongyu/26885968343756x.shtml
【合租】菊园新区 汇丰荷苑 2室主卧,汇丰荷苑,1479,http://sh.58.com/pinpaigongyu/27121645151412x.shtml
【合租】共富新村 	大黄馨园 3室主卧,大黄馨园,1900,http://sh.58.com/pinpaigongyu/26885457489329x.shtml
【合租】金桥 华星小区 3室次卧,华星小区,1350,http://sh.58.com/pinpaigongyu/27040125696067x.shtml
【合租】江桥新城 高潮新村 3室次卧,高潮新村,1200,http://sh.58.com/pinpaigongyu/26772079849167x.shtml
【合租】杨行 杨泰一村 3室主卧,杨泰一村,1500,http://sh.58.com/pinpaigongyu/26452736873002x.shtml
【合租】罗店 美罗家园润苑 3室主卧,美罗家园润苑,1329,http://sh.58.com/pinpaigongyu/27125381246288x.shtml
【合租】罗店 宝欣苑二村 3室主卧,宝欣苑二村,1300,http://sh.58.com/pinpaigongyu/27103242687020x.shtml
【合租】九亭 九亭苑 3室次卧,九亭苑,1600,http://sh.58.com/pinpaigongyu/27006309005894x.shtml
【合租】月浦 阳光美林 3室次卧,阳光美林,1100,http://sh.58.com/pinpaigongyu/26584408060111x.shtml
【合租】南桥 解放新村 3室次卧,解放新村,1086,http://sh.58.com/pinpaigongyu/27125661198284x.shtml
【合租】惠南 听潮民乐苑零一坊 3室主卧,听潮民乐苑零一坊,1000,http://sh.58.com/pinpaigongyu/26453163990607x.shtml
【合租】南翔 翔瑞新苑 3室主卧,翔瑞新苑,1600,http://sh.58.com/pinpaigongyu/27127999765062x.shtml
【合租】江桥新城 嘉海雅苑 3室次卧,嘉海雅苑,1300,http://sh.58.com/pinpaigongyu/26719655262412x.shtml
【合租】杨行 	康桥水都 3室主卧,康桥水都,1900,http://sh.58.com/pinpaigongyu/26952438744508x.shtml
【合租】吴泾 塘泾南苑 4室主卧,塘泾南苑,1605,http://sh.58.com/pinpaigongyu/27121552640570x.shtml
【合租】安亭 玉兰二村 3室次卧,玉兰二村,1200,http://sh.58.com/pinpaigongyu/27004219281588x.shtml
【合租】南桥 江海二村 3室主卧,江海二村,1397,http://sh.58.com/pinpaigongyu/27119576740425x.shtml
【合租】顾村 世纪非凡怡园 3室主卧,世纪非凡怡园,1600,http://sh.58.com/pinpaigongyu/26972980068041x.shtml
【合租】小昆山 翔昆苑 5室主卧,翔昆苑,1035,http://sh.58.com/pinpaigongyu/27125647364290x.shtml
【合租】顾村 好日子大家园C区 3室次卧,好日子大家园C区,1500,http://sh.58.com/pinpaigongyu/26962257712833x.shtml
【合租】月浦 中冶祥腾宝月花园 3室主卧,中冶祥腾宝月花园,1500,http://sh.58.com/pinpaigongyu/26784068428358x.shtml
【合租】惠南 惠康苑 2室次卧,惠康苑,1000,http://sh.58.com/pinpaigongyu/26891372872129x.shtml
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1288,http://sh.58.com/pinpaigongyu/27125637039914x.shtml
【合租】嘉定新城 绿洲香润苑 4室次卧,绿洲香润苑,1165,http://sh.58.com/pinpaigongyu/26908202446667x.shtml
【合租】嘉定新城 绿洲香润苑 3室主卧,绿洲香润苑,1222,http://sh.58.com/pinpaigongyu/26908206774061x.shtml
【合租】川沙 华川家园 3室次卧,华川家园,1300,http://sh.58.com/pinpaigongyu/26791841355206x.shtml
【合租】菊园新区 宝菊新家园 4室主卧,宝菊新家园,1428,http://sh.58.com/pinpaigongyu/27121668134476x.shtml
【合租】杨行 杨泰二村 3室次卧,杨泰二村,1300,http://sh.58.com/pinpaigongyu/27083592262465x.shtml
【合租】川沙 华川家园 3室次卧,华川家园,1100,http://sh.58.com/pinpaigongyu/27112554583215x.shtml
【合租】江桥新城 丽江佳苑 3室次卧,丽江佳苑,1760,http://sh.58.com/pinpaigongyu/27121593273929x.shtml
【合租】南翔 祥源福邸 3室次卧,祥源福邸,1300,http://sh.58.com/pinpaigongyu/26884364753353x.shtml
【合租】南翔 嘉宝小区 3室主卧,嘉宝小区,1600,http://sh.58.com/pinpaigongyu/26849054054578x.shtml
【合租】嘉定新城 远香舫嘉苑 3室主卧,远香舫嘉苑,1450,http://sh.58.com/pinpaigongyu/26926322761416x.shtml
【合租】川沙 鼎鑫名流苑 3室主卧,鼎鑫名流苑,1700,http://sh.58.com/pinpaigongyu/27104907082817x.shtml
【合租】江桥新城 水岸丽苑 3室次卧,水岸丽苑,1485,http://sh.58.com/pinpaigongyu/26946689302328x.shtml
【合租】惠南 金地城三期御璄 3室次卧,金地城三期御璄,1000,http://sh.58.com/pinpaigongyu/27026194064305x.shtml
【合租】上海大学 丰宝苑 3室主卧,丰宝苑,1750,http://sh.58.com/pinpaigongyu/26972612563010x.shtml
【合租】松江老城 辰丰苑 4室主卧,辰丰苑,1376,http://sh.58.com/pinpaigongyu/27121443126864x.shtml
【合租】南翔 祥源福邸 3室主卧,祥源福邸,1800,http://sh.58.com/pinpaigongyu/26883892947757x.shtml
【合租】菊园新区 柳湖景庭 3室次卧,柳湖景庭,1150,http://sh.58.com/pinpaigongyu/26950996596685x.shtml
【合租】罗店 顺驰美兰湖 3室主卧,顺驰美兰湖,1250,http://sh.58.com/pinpaigongyu/26894954679999x.shtml
【合租】南翔 永翔佳苑 3室主卧,永翔佳苑,1600,http://sh.58.com/pinpaigongyu/26849067275308x.shtml
【合租】上海大学 丰宝苑 3室主卧,丰宝苑,1750,http://sh.58.com/pinpaigongyu/26870966396604x.shtml
【合租】川沙 黄楼花苑 3室次卧,黄楼花苑,1848,http://sh.58.com/pinpaigongyu/27121546405194x.shtml
【合租】菊园新区 怡华家园 2室次卧,怡华家园,1300,http://sh.58.com/pinpaigongyu/26526463247026x.shtml
【合租】罗店 	佳翔苑 3室次卧,佳翔苑,1000,http://sh.58.com/pinpaigongyu/27050464241992x.shtml
【合租】杨行 杨泰一村 3室次卧,杨泰一村,1300,http://sh.58.com/pinpaigongyu/26796603418310x.shtml
【合租】共富新村 	和家欣苑 3室次卧,和家欣苑,1300,http://sh.58.com/pinpaigongyu/26960031641548x.shtml
【合租】惠南 民乐城惠益新苑（ 3室主卧,民乐城惠益新苑（,1000,http://sh.58.com/pinpaigongyu/26642862041403x.shtml
【合租】上海大学 丰宝苑 3室次卧,丰宝苑,1248,http://sh.58.com/pinpaigongyu/27125641435595x.shtml
【合租】南翔 	翔瑞新苑 3室次卧,翔瑞新苑,1200,http://sh.58.com/pinpaigongyu/26884644552117x.shtml
【合租】南桥 江海新村 3室主卧,江海新村,1585,http://sh.58.com/pinpaigongyu/27018672092586x.shtml
【合租】嘉定城区 练祁佳城同盛园 3室主卧,练祁佳城同盛园,1200,http://sh.58.com/pinpaigongyu/26508945037002x.shtml
【整租】杨行 丽景翠庭 1室1厅,丽景翠庭,1600,http://sh.58.com/pinpaigongyu/26719580776883x.shtml
【合租】嘉定新城 绿洲香润苑 3室主卧,绿洲香润苑,1362,http://sh.58.com/pinpaigongyu/26885975482549x.shtml
【合租】杨行 杨泰三村 3室次卧,杨泰三村,1500,http://sh.58.com/pinpaigongyu/26771753846461x.shtml
【合租】菊园新区 柳湖景庭 3室次卧,柳湖景庭,1250,http://sh.58.com/pinpaigongyu/26891406503371x.shtml
